index,id,created_at,text,user,place,user_place,country,coordinates,undefined_col,undefined_col2,undefined_col3
1588991,1326647981131624451,2020-11-11T22:08:21Z,K-PACKET LIBERA ESSA PORRA EU SÓ QUERO O MEU FEVER desgraçadA,1278346222898683904,NA,she/her,NA,NA,NA,0,0
1433670,1320678525238714368,2020-10-26T10:47:52Z,Hoje eu acordei daquele jeito com gripe e preocupada que tiro meu sono logo cedo,3027467120,"Guarantã, Brasil",NA,BR,"[[[-49.756504, -22.0473], [-49.756504, -21.779459], [-49.402281, -21.779459], [-49.402281, -22.0473]]]",NA,0,0
2082307,1346419707717496837,2021-01-05T11:34:08Z,o diabo sempre atenta quando é fla x flu,1335044109950742528,NA,ffc • rmcf,NA,NA,NA,0,0
1607017,1327360367362789377,2020-11-13T21:19:07Z,seja ela alta ou baixa,1186002783369080833,NA,NA,NA,NA,NA,0,0
2229594,1350462946326044676,2021-01-16T15:20:31Z,@MURIEL_DA_DEPRE Interessante q o único q n está com uniforme de jogador... Nosso Flu está virando bagunça msm...,830489383367278592,NA,"Rio de Janeiro, Brasil",NA,NA,NA,0,0
780297,1293648739140239362,2020-08-12T20:41:08Z,"João Dória ou está mentindo ou está infectado com gripe, também um coronavírus. Mais evidências de que a máscara não o protege do vírus... https://t.co/z5SJez0BhC",262323125,NA,"Sao Paulo, Brasil",NA,NA,NA,0,0
1955943,1341181721967013888,2020-12-22T00:40:15Z,Se eu pega até mesmo uma gripe pode saber que é sono dia todo 😩,756628103967932416,NA,"Distrito Federal, Brasil",NA,NA,NA,0,0
2246398,1350972318240149511,2021-01-18T01:04:35Z,"@agpatriota No caso pode ser vacina da gripe, ou febre amarela ja que não especificou qual vacina sera o montante",101269480,NA,Brazil - SP,NA,NA,NA,0,0
1849286,1337615624554614784,2020-12-12T04:29:51Z,Esse long shot do damn é apelação pura,1179738815801548800,NA,"Carapicuíba , SP",NA,NA,NA,0,0
406405,1281284530230513664,2020-07-09T17:50:11Z,"@UrubuCartoon @anderso90368941 Não estou dizendo que o fla deixou o Flu levar. Méritos, do Flu que quis vencer mais que o fla. Só que pela diferença de nível técnico e físico, o fla com foco na vitória levaria. Em clássico  mesmo que tenha um time mais fraco o resultado não vem com naturalidade. Tem que lutar.",332015120,NA,NA,NA,NA,NA,1,0
1500911,1323083954577170434,2020-11-02T02:06:11Z,tenho q fazer uma limpa na minha playlist de pagode e deixar so as versões q eu gosto mas o fod é q tem umas q eu gosto das 82733838 versoes,789572194342961153,NA,sly pride / #nossos10 / 🧡 ,NA,NA,NA,0,0
1351142,1317158574141952004,2020-10-16T17:40:50Z,Ver series que me hacen llorar me terminan dando dolor de cabeza. Hahahahahahahahaha,159459645,NA,En la tierra bañada x 2 mares,NA,NA,NA,0,0
515537,1283552999386882050,2020-07-16T00:04:16Z,"Também para mim esse JOGO tanto faz como tanto fez, mas vou assistir para não dar audiência para a GLOBOLIXO, GLOBONECROTÉRIO, GLOBO OBITUÁRIO, IMPRENSA MARROM.",1139844499427995648,NA,NA,NA,NA,NA,1,0
636039,1287539865895174147,2020-07-27T00:06:40Z,Tem doido pra tudo,1064593216358531073,NA,IRONIA,NA,NA,NA,1,0
2206072,1349678759830462466,2021-01-14T11:24:26Z,meron papala skskskksksk,1108726167807262722,NA,🇵🇭 PH Rizal Based,NA,NA,NA,0,0
1400038,1319296262412267521,2020-10-22T15:15:14Z,EU ME ENCONTRO BOIOLA NESTE EXATO MOMENTO,1311649578362470403,NA,Call Me By Your Name,NA,NA,NA,0,0
745169,1292126125267845120,2020-08-08T15:50:49Z,"@crisbrasilreal Fod.... O Randolf, o fala fino. Esse cara é um dos representantes do atraso no Brasil. Um mané. Mais mané ainda é quem votou nesse idiota.",1285614573450596354,NA,"Brasília, Brasil",NA,NA,NA,0,0
930416,1299874898945257477,2020-08-30T01:01:41Z,@tos Blz1rLIUah,1175452417,NA,NA,NA,NA,NA,0,0
1842631,1337436580026388480,2020-12-11T16:38:23Z,"@dimibarcellos_ Claro que não dava!
O Lomba é perdedor, teve seu melhor momento aqui mas não passa disso tem cara de derrotado.
Nós já vimos isso do outro lado, Marcelo gripe era mto bom goleiro mas era perdedor, levou mtos anos pra deixar isso pra trás, teremos paciência como lomba?
Eu não!!",37512140,NA,NA,NA,NA,NA,0,0
1459757,1321584928807657478,2020-10-28T22:49:35Z,"@mandaapassos Eu também tomei a de gripe e de sarampo, que inclusive minha agente se saúde que é ótima me mandou aviso no whatsapp pedindo que eu fosse só postinho tomar.

#DefendaoSUS",94198511,NA,NA,NA,NA,NA,0,0
2440228,1358164064443248644,2021-02-06T21:22:01Z,"A comparação matemática faz todo sentido, mas não podemos esquecer que a vacinação contra a gripe não há seleção de pessoas a serem imunizadas. https://t.co/dDklgzItAf",1452093553,NA,"São Paulo, Brasil",NA,NA,NA,0,0
406493,1281285585466949633,2020-07-09T17:54:23Z,Rasgou o verbo!,869672918774632450,NA,Guapimirim,NA,NA,NA,1,0
338780,1280880791996846080,2020-07-08T15:05:53Z,"Impressionante o malabarismo que a FERJ, o flamengo e o TJD estão fazendo pra passar por cima dos direitos de transmissão desse campeonato falido. Quero muito ver o desfecho disso... Se o fla transmitir, só quero que o Flu não entre em campo, é muita canalhice",60585748,"Rio de Janeiro, Brasil",NA,BR,"[[[-43.795449, -23.08302], [-43.795449, -22.739823], [-43.087707, -22.739823], [-43.087707, -23.08302]]]",NA,1,0
1550695,1325071889002360833,2020-11-07T13:45:31Z,"novo desafio para os machine learning fodão q tem por ai, pqp",56124306,NA,NA,NA,NA,NA,0,0
1346439,1316907780616355840,2020-10-16T01:04:16Z,Meu teste de inglês deu C1 aaaaaaaaaaa a fluência vem,1227763298592075776,NA,athena's child,NA,NA,NA,0,0
687782,1289294272756211712,2020-07-31T20:18:03Z,"Ontem tomei tudo q remédio p dor, remédio p gripe e chá, chegou 21hrs da noite eu tava aparecendo não sei oq com muito sono",1162371229808037891,"Porto Alegre, Brasil","Restinga, Porto Alegre",BR,"[[[-51.306148, -30.268807], [-51.306148, -29.930865], [-51.012471, -29.930865], [-51.012471, -30.268807]]]",NA,1,0
1192868,1309863661163421697,2020-09-26T14:33:27Z,Quem é esse?,1249866207089635330,NA,Barreira do Vasco,NA,NA,NA,0,0
1669441,1330214760252645376,2020-11-21T18:21:27Z,"@FredsinceroV Também acho, mas o meu ponto é que o Diniz não é péssimo. O trabalho dele no Flu era ótimo, mas esbarrava em limitações do time.",1085651951327592449,NA,"Curitiba, Paraná. ",NA,NA,NA,0,0
450935,1282343880801882112,2020-07-12T15:59:40Z,não entendi o conceito but yaas kings,1069794338736095232,NA,  ㅤ홉  ִֶָ ?? ????? ۰ ⛲,NA,NA,NA,1,0
1216048,1310751858789675012,2020-09-29T01:22:50Z,Live de segunda - Flu 4x0 Coxa https://t.co/fkpgpHVv4r via @YouTube,1258172062826405888,NA,NA,NA,NA,NA,0,0
37497,1272695125639147520,2020-06-16T00:58:58Z,@Vanessahellm nunca vi uma Deusa tossindo,1199103282083434502,NA,NA,NA,NA,NA,1,0
1956484,1341193780368732160,2020-12-22T01:28:10Z,a ruína da mulher tagarela é não ter ninguém pra falar pelos cotovelos,4875024778,NA,"Rocinha, Rio de Janeiro",NA,NA,NA,0,0
1037124,1303882423588073472,2020-09-10T02:26:09Z,Meu flu tá cansado,738689175600402432,NA,NA,NA,NA,NA,0,0
1872437,1338521399791652865,2020-12-14T16:29:04Z,meu deus mais um filme para responsabilizar pelo meu suicídio,469245097,NA,"São Paulo, Brasil",NA,NA,NA,0,0
1398050,1319221588462653440,2020-10-22T10:18:31Z,"dormi mt mal, acho q fiquei com febre",941683476444667904,NA,errejota,NA,NA,NA,0,0
1303558,1315068311386947584,2020-10-10T23:14:52Z,"Mdss eu nunca li tanta ignorância, fui duas vezes na terapia então como não “funcionou” PRA MIM, vou cagar regra pra todos mundo",1111328713050935297,NA,Central perk,NA,NA,NA,0,0
483125,1282797142239846400,2020-07-13T22:00:46Z,"@kthsinguIar todo ano uma dor de cabeça pro aniversário dele, a cada ano que passa elas ficam pior... ano passado no dia do aniversário dele tag pra outro membro e de follow ficaram na frente da de comemoração. ainda tem as que nao ajudam em nada pq falam que ele ja tem stans ""demais""",294376765,NA,Magic Shop ?,NA,NA,NA,1,0
1342669,1316721917089533952,2020-10-15T12:45:43Z,"Dor de cabeça, garganta e gripe 🤦🏻‍♀️ se eu não melhorar eu não saio esse fds",1108794236491743235,NA,BH ,NA,NA,NA,0,0
125349,1276458704817143810,2020-06-26T10:14:05Z,"Níl ach cúpla uair le dhul!

Beidh Le Ceangal ag tosú ag 13:00 anseo ar Youtube @BLOCTG4: https://t.co/0SuwAD9BoR https://t.co/2GM1oHcgDn",343354675,NA,Éire,NA,NA,NA,1,0
811661,1295100379999473665,2020-08-16T20:49:27Z,"""ninguém lembrava que tava no squad"" obrigada pela parte que me toca",1287525037722021894,NA,NA,NA,NA,NA,0,0
330591,1280698973628620801,2020-07-08T03:03:24Z,Política é fod@...,341279009,NA,caxias do sul,NA,NA,NA,1,0
483251,1282800436244811776,2020-07-13T22:13:51Z,estou ansioso,1071090291971670017,NA,011 / SP,NA,NA,NA,1,0
2078496,1346247230072762368,2021-01-05T00:08:46Z,resfriado ou corona?? minha dúvida constante 😔😰,919565015799169024,NA,"Brasília, Brasil",NA,NA,NA,0,0
2337668,1354302823312224259,2021-01-27T05:38:49Z,@pisanqq_ sama tos,1203214693990428672,NA,Bandung,NA,NA,NA,0,0
1483962,1322402436087123968,2020-10-31T04:58:04Z,@felipeneto Fodástico NELIPE FETO!,1272318329319944192,NA,"San Diego, CA",NA,NA,NA,0,0
2152754,1347936185885274120,2021-01-09T16:00:04Z,Eu vou escrever uma one-shot baseada nisso? Muito provavelmente.,1307161572679340033,NA,Tristrice & Lizago = 🏡,NA,NA,NA,0,0
1581743,1326330939019038721,2020-11-11T01:08:32Z,"@EleicoesEUA Jair conseguiu destruir a reputação da Anvisa. Os seus seguidores estão dizendo que a vacina provoca suicídio.

Nos restou a Guerra contra os EUA!!!

Podemos até perder a Guerra, mas faremos jogo duro.

Vem Biden...vem.

Estamos FUU!!! https://t.co/jvfcaww7al",1241759596760489984,NA,NA,NA,NA,NA,0,0
1127711,1307792624837943297,2020-09-20T21:23:54Z,"Realmente. parando pra pensar bem, não lembro de ter visto um funcionário preto nas lojas do Flu, e se tiver, deve ter 1 ou dois",765390856987762688,NA,NA,NA,NA,NA,0,0
418460,1281424958078570502,2020-07-10T03:08:12Z,"digo com tranquilidade, ele é meu mundo ?✋?",1145123840848257024,NA,⠀⠀⠀⠀⠀⠀ 秀⠀⠀㇓⠀⠀??⠀⠀%⠀⠀?,NA,NA,NA,1,0
1564005,1325611702755471362,2020-11-09T01:30:33Z,Que gripe insuportável,1270130594555596814,NA,"Rio de Janeiro, Brasil",NA,NA,NA,0,0
1655259,1329533990445977602,2020-11-19T21:16:19Z,"@liberdademedico @Rconstantino @samydana @mab_sp125 Eu passo mal usando essa porcaria. 
Quem está com gripe, que use. Quem está sadio não deve usar obrigado.
#chupaveramagalhaes",1327231272637370370,NA,NA,NA,NA,NA,0,0
2122305,1347140326125953024,2021-01-07T11:17:37Z,bom diaaa bom diaa a tropa do flu te chama pra piscinaa,1333129126979497988,NA,NA,NA,NA,NA,0,0
814151,1295130928076005376,2020-08-16T22:50:50Z,Eu faço vários textos em pt/BR no weverse né JQKZKSKXLEOS pra 7 pimpolhos coreanos... que sabem inglês básico  (tirando o nam e sua fluência) ai Haru do céu,1287664567594684416,NA,✧ ⠀ jimin & jin utted  .♡ #ot7,NA,NA,NA,0,0
695550,1289688846213345280,2020-08-01T22:25:56Z,acho q to com febre mas preguiça de pegar termômetro,1233435131475615745,NA,﹫?????????? ?? ????????,NA,NA,NA,1,0
406747,1281288239475810306,2020-07-09T18:04:56Z,@_darkzolt sdds vc de flu eu de fla,920580682992234496,NA,"jaraguá, joinville ou blumenau",NA,NA,NA,1,0
1462501,1321657480154406912,2020-10-29T03:37:53Z,eu to tossindo sangue kk eu to ??,1211501569859940352,NA,NA,NA,NA,NA,0,0
2038949,1344656388266618881,2020-12-31T14:47:20Z,@juleno_14 Tem vaga no Flu ?,1166525054596915212,NA,NA,NA,NA,NA,0,0
1489969,1322691821303144448,2020-11-01T00:07:59Z,assitir esse jogo do flu,1168620739550961664,NA,qg8,NA,NA,NA,0,0
1750028,1333800316064518153,2020-12-01T15:49:10Z,"Exclusivo da CNN: Um vasto acervo de documentos vazados mostra que a China subnotificou os números da Covid-19, levou semanas para diagnosticar novos casos e não divulgou um pico de gripe em dezembro em Hubei.https://t.co/RKvLItFga8",299748084,NA,Brazil,NA,NA,NA,0,0
1633197,1328681987230625793,2020-11-17T12:50:46Z,"Se eu não ficar resfriado também, não digo nada",3198042168,NA,"São Vicente, Brasil",NA,NA,NA,0,0
1076356,1305392074263531522,2020-09-14T06:24:58Z,"@DepreFogo 3 zagueiros não funciona. Simples. Quando eram 2 zagueiros, o Marcelo fluía bem.O Forster tem a mesma função do Marcelo, ficam batendo cabeça, enquanto o Kanu está soberano. Ou é Marcelo e Kanu, ou Forster e Kanu. Marcelo, Forster e Kanu é só pra passar raivam",39790797,NA,Palhoça-SC-Brasil,NA,NA,NA,0,0
1633119,1328678749991276546,2020-11-17T12:37:54Z,@iwkupflawless Vamos nessa! We are going to buscar os fodões do cinema pra comer flor de lótus num cassino no clandestino e assaltar a loja da M&amp;M em NY https://t.co/cF7TPvVcP7,999328943734951936,NA,ᵗʰᵉ 𝗦𝗣𝗢𝗜𝗟𝗘𝗗 ¹ˢᵗ ˢᵒᶰ ∫ you’ll fιnd chᥲos && chᥱrrιᥱs ιn my vᥱιns :: ♡,NA,NA,NA,0,0
1338229,1316555528999448576,2020-10-15T01:44:33Z,Esse goleiro do flu cata dms,1033763514161266688,NA,"Nacional, Contagem",NA,NA,NA,0,0
1636196,1328775654268145666,2020-11-17T19:02:58Z,Alguém me explica pq eu tava seguindo o cook fever? Serase se eu segui pra ganhar pontos no jogo????,1071083349383495683,NA,perdida,NA,NA,NA,0,0
1293237,1314556495493816324,2020-10-09T13:21:06Z,passo mal em como sou o fodão da dentistica e nem é a especialidade que eu quero seguir,1645866174,NA,NA,NA,NA,NA,0,0
2014865,1343682005674958848,2020-12-28T22:15:29Z,quem é amor da minha vida toma um shot,161031743,NA,NA,NA,NA,NA,0,0
1064261,1304861225231290368,2020-09-12T19:15:33Z,Churras c os fies vai fluírr 🍻,1263210519860850688,NA,NA,NA,NA,NA,0,0
2396427,1356700825054302213,2021-02-02T20:27:37Z,"Com a peppa empatando com o porko, e o brasileirão deve virar g8. Com isso hoje o Flu é que está indo direto?",1319970191074275328,NA,"São Paulo, Brasil",NA,NA,NA,0,0
1243041,1312057629229879296,2020-10-02T15:51:30Z,"@ibere Desejam funcionários com pós, vasta experiência, fluência em pelo menos 3 idiomas, pró ativo, carteira de clientes. Salário 1600,00 PJ",75604858,NA,Brasil,NA,NA,NA,0,0
1569530,1325860131343626242,2020-11-09T17:57:43Z,@lonelinessfat que eu saiba o sen4c tem uns cursos gratuítos online com certificado...,1008504648586625024,NA,ed/vent acc • not pro ,NA,NA,NA,0,0
2149210,1347733121316302848,2021-01-09T02:33:10Z,@Esp_Interativo O flu teve as melhores chances seu merda escroto bruneca,1339680211340845056,NA,NA,NA,NA,NA,0,0
214943,1277850612412145664,2020-06-30T06:25:01Z,cada dia q passa tenhomais certeza q estamos próximos do fim,2350744386,NA,"Goiânia, Brasil",NA,NA,NA,1,0
2143928,1347612506160816128,2021-01-08T18:33:53Z,"@ehudfdw @Isa_freytas @guilherme_amado Quer saber o que mais? Vc nunca pega a mesma gripe duas vezes! Existem centenas de milhares de tipos e subtipos de vírus,alguns com alta virulência e outros nem tanto. O que é estranho, é que quando a população""abandona"" uma narrativa de nós prender em casa, aparece outra rápido!",1040797632787087360,NA,NA,NA,NA,NA,0,0
499210,1283221372236378113,2020-07-15T02:06:30Z,@joseilan E no Fla Flu é o Aí Jesus !!,1094275787702833154,NA,"Rio de Janeiro, Brasil",NA,NA,NA,1,0
1631135,1328527747329757185,2020-11-17T02:37:52Z,"@senamarcos ô fodão, peladinha quarta então??",885350959022567424,NA,ZL,NA,NA,NA,0,0
350927,1280971754085679105,2020-07-08T21:07:20Z,Isso é desde 1987,4430878937,NA,"Recife, Brasil",NA,NA,NA,1,0
1773794,1334834070216470530,2020-12-04T12:16:57Z,tosse desse jeito perto de mim pra ver se eu não te cubro na porrada,924692781523783680,NA,"Campo Grande, Rio de Janeiro",NA,NA,NA,0,0
446592,1282180144761901056,2020-07-12T05:09:02Z,"o mano vive em role, posta foto fumando, bebendo whisky e os caralho a quatro mas vai ver se ajuda a pagar alguma coisa? porra nenhuma, vive sendo bancado pelos parceiro ai da 10 conto e se acha o fodão, o boy do role, vive falando de quem não tem muito, vai se foder, mlk otário",955864319228612608,NA,"Juquiá, Brasil",NA,NA,NA,1,0
1122828,1307488251054379009,2020-09-20T01:14:25Z,old q a melhor solo do blaine,1213847358493970438,NA,ᴄᴀʀᴘᴇɴᴛᴇʀ • ғɪsʜᴇʀ • ɴʜᴄ,NA,NA,NA,0,0
1065062,1304903205227241478,2020-09-12T22:02:22Z,"Gente, febre ou estado febril? https://t.co/HGJ5MdjGqA",1390869493,NA,"Palmas, Brasil",NA,NA,NA,0,0
116748,1275994375957381120,2020-06-25T03:29:00Z,@Keethygomes1 Oh gloria já tava achando q tava com febre e me diagnosticando com covid,739938725539500032,"Cajati, Brasil",Cajatexas,BR,"[[[-48.319364, -24.912193], [-48.319364, -24.640472], [-48.047172, -24.640472], [-48.047172, -24.912193]]]",NA,1,0
66624,1273719861487828997,2020-06-18T20:50:54Z,"Esse gripe me pegou de jeito, não consigo nem ficar em pé. ",2801010455,NA,"Santa Cruz, Rio de Janeiro",NA,NA,NA,1,0
1533485,1324401759809404931,2020-11-05T17:22:40Z,AUCELORA,1026905382592110593,NA,lugar nenhum,NA,NA,NA,0,0
1139958,1308156651996884992,2020-09-21T21:30:24Z,"to fumando muito tabaco ultimamente e com uma tosse do crl, mas paro de fumar? nao kkk",1115063301505998848,NA,NA,NA,NA,NA,0,0
2413397,1357302077605638151,2021-02-04T12:16:47Z,@fikrifatthur Tos fik,548163330,NA,"Medan Kota, Indonesia",NA,NA,NA,0,0
732087,1291406233338028032,2020-08-06T16:10:13Z,Ai me aparece com bruno e nino Paraíba osso,839509587132809216,NA,"Comendador Levy Gasparian, Brasil",NA,NA,NA,1,0
847130,1296435080307580930,2020-08-20T13:13:04Z,"@JustKate7017 Porém, apesar de eu não ter curtido o estilo visual e as tiradas infantis, há pontos positivos: a jogabilidade está muito boa e fluída. E as músicas estão bem legais tb.",147396558,NA,Tucuruí/Santarém/Porto Velho,NA,NA,NA,0,0
2475450,1359496737929498624,2021-02-10T13:37:35Z,essa materia eh mt foda leiam,3818198038,NA,rio,NA,NA,NA,0,0
993375,1302721770097651712,2020-09-06T21:34:08Z,@LucasCollar Verdade. Valorizou o contato. Fica pelo do flu... a banca paga e recebe.,2521621287,NA,NA,NA,NA,NA,0,0
2304585,1353032650177585153,2021-01-23T17:31:36Z,O resfriado veio,1311775292814491654,NA,NA,NA,NA,NA,0,0
1749174,1333771742297337856,2020-12-01T13:55:38Z,Bebe tossindo no microfone,4782139698,NA,RIO DE JANEIRO !,NA,NA,NA,0,0
137450,1277046925724876800,2020-06-28T01:11:28Z,@SKZteezutted Fluência,1128787246788808704,NA,Triste,NA,NA,NA,1,0
168522,1277726369770876931,2020-06-29T22:11:20Z,?️?️?️?️ isso que da ficar comendo os bichinhos ne,813123901941284864,NA,"?? #?????. 
??? & ?????. ????.",NA,NA,NA,1,0
1899061,1339329220841967616,2020-12-16T21:59:04Z,Kkkkkkkkkkkkkkkkkkk n é possível,1282639463814959108,NA,NA,NA,NA,NA,0,0
1938110,1340628332539486211,2020-12-20T12:01:16Z,Olhei e disse atuação FOD@,1245684324797743104,NA,NA,NA,NA,NA,0,0
2339505,1354445651980021765,2021-01-27T15:06:22Z,"@tarotcomagatha ai amg, muito obrigado mesmo anjo, de verdade
uma escola nova e tudo mais, ficar na mesma zona de conforto e não aproveitar o novo é fod#

sério amg, muito obrigado mesmo 🥺💙💙💙💙
tudo de bom para você 💙💙💙",1112185464587501569,NA,positions,NA,NA,NA,0,0
1403858,1319425566706118656,2020-10-22T23:49:03Z,saudade quando resfriado era só resfriado e não uma suspeita de covid,1173235565485076480,NA,NA,NA,NA,NA,0,0
1784142,1335346510142337024,2020-12-05T22:13:12Z,Mais um gol que o Flu sofre que o Egidio aparece na imagem chegando atrasado. Uma praga,18773252,NA,"Rio de Janeiro, Brasil",NA,NA,NA,0,0
2371505,1355692331844988931,2021-01-31T01:40:14Z,"eu sou muito essa mina
mas só com quem eu fico muito confortável, falo pelos cotovelos se der corda",1293410449824927745,NA,NA,NA,NA,NA,0,0
2130358,1347283301728452610,2021-01-07T20:45:45Z,cachorro pega resfriado???,1046196559837310976,NA,NA,NA,NA,NA,0,0
743783,1292037008345509888,2020-08-08T09:56:42Z,Eu vou me matar..... não dá mais,739126553355915264,NA, *｡.:*･ﾟany pronouns,NA,NA,NA,0,0
