index,id,created_at,text,user,place,user_place,country,coordinates,undefined_col,undefined_col2,undefined_col3
247493,1278524743277334528,2020-07-02T03:03:47Z,"@Hisdeki5 @AckermanLoreh se bem me lembro, Minato Arisato é a protagonista feminina (Persona 3 Portable)
Makoto Yuuki é o fodão q dá um tiro na cabeça pra invocar um fucking Persona",1037828935399235584,NA,ele/dele,NA,NA,NA,1,0
1202389,1310268889507520513,2020-09-27T17:23:41Z,KKKKKKKKKKKKKKK não é possível,4898503541,NA,NA,NA,NA,NA,0,0
1502795,1323216683419553792,2020-11-02T10:53:36Z,"@Flavio52673607 @GeraldoJr73 @ViniMaiaFe @Deco_SRN O elenco é melhor porém não está a disposição, hoje tínhamos para o ataque Michael e Lincoln, o resto todos machucados, sobre o elenco do flu duas diferença grande está com o mesmo treinador desde o início do ano e só tem o brasileirão p/ jogar o que ajuda muito na parte fisica",3312173973,NA,"Aracaju, Brasil",NA,NA,NA,0,0
221434,1277953030021951488,2020-06-30T13:12:00Z,As melhores plantas para espantar substâncias que causam gripe https://t.co/D9cvY0a6IR,1216221621985456130,NA,"São Paulo, SP",NA,NA,NA,1,0
1122558,1307484191370735665,2020-09-20T00:58:17Z,perfeição,1104427876257026048,NA,gryffindor,NA,NA,NA,0,0
2453259,1358638289998209027,2021-02-08T04:46:25Z,aí se bem q sei lá sabe pra mim eh Gilberto supremacy e o resto q se fod*,1257736442102587393,NA,he/him | enfj,NA,NA,NA,0,0
1399751,1319286419592892416,2020-10-22T14:36:08Z,E os nanicos estão mordendo os cotovelos . E a popularidade de @jairbolsonaro  dispara ! Agoniza esquerdalha comunista !,2319935755,NA,NA,NA,NA,NA,0,0
1205918,1310368475311992833,2020-09-27T23:59:24Z,"Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk, força venenosa",1052300696458944512,NA,NIKITY,NA,NA,NA,0,0
2003539,1343261065619120128,2020-12-27T18:22:49Z,assim das ideia,140483809,NA,he/him,NA,NA,NA,0,0
2311508,1353371872428240900,2021-01-24T15:59:33Z,@FluminenseStuff @francGuerrieri Dos males o pior. Fazer o que? 🤷‍♂️ q tenha sucesso. O Flu nao ganha nem uma porcentagem em uma futura venda?,781149663273574400,NA,Brazil,NA,NA,NA,0,0
647015,1288095163236179968,2020-07-28T12:53:13Z,"Acordei com a garganta doendo que nem um caralho, eu não aguento mais ficar tossindo, que ódio",1219603184920006661,"Rio de Janeiro, Brasil","Rio de Janeiro, Brasil",BR,"[[[-43.795449, -23.08302], [-43.795449, -22.739823], [-43.087707, -22.739823], [-43.087707, -23.08302]]]",NA,1,0
623207,1287023762228084736,2020-07-25T13:55:51Z,TA VENDO AQUELA LUA QUE BRILHA LÁ NO CÉU SE VOCÊ ME PEDIR EU VOU BUSCAR SÓ PRA TE DAR SE BEM QUE O BRILHO DELA NEM SE COMPARA AO SEU,1152262974138175490,NA,     ᵃᵗᶤᶰʸ ∞    ,NA,NA,NA,1,0
716655,1290745479421206528,2020-08-04T20:24:37Z,@MaiochiDaniel @DamaresAlves Ministro de saúde não salva ninguém.... Esses números são da globo ... A mídia é omissa... Morreram muito mais do que isso mas não foi de covid.... Foi gripe comum e outras patologias q não foram divulgadas... Essa pandemia é de roubalheira global,473858427,NA,SOROCABA SP,NA,NA,NA,1,0
2142797,1347587205435416576,2021-01-08T16:53:21Z,3 queridos que estão no céu torcendo pelo Flu,34075240,"Saint Gallen, Switzerland",NA,CH,"[[[9.2907, 47.39517], [9.2907, 47.452941], [9.435149, 47.452941], [9.435149, 47.39517]]]",NA,0,0
1230594,1311435050114854915,2020-09-30T22:37:35Z,quero mt essa blusa rosa do flu,730902955583541249,"Rio de Janeiro, Brasil",NA,BR,"[[[-43.795449, -23.08302], [-43.795449, -22.739823], [-43.087707, -22.739823], [-43.087707, -23.08302]]]",NA,0,0
162086,1277719839860240384,2020-06-29T21:45:23Z,"O jeito será q vai ser acabar com a China? Chega, n da mais",172882565,NA,"Sapucaia do Sul, Brasil",NA,NA,NA,1,0
2329151,1353948210046373888,2021-01-26T06:09:43Z,- Levi não fica gripado a gripe que fica doente.,1222990490116730880,NA,𓂃 𝑠𝑎𝑠𝑎𝑔𝑒𝑦𝑜 | ela/dela,NA,NA,NA,0,0
259782,1278857256088604674,2020-07-03T01:05:04Z,"#adrenalive o PS5 quando está em alta temperatura ele provavelmente ira abrir para dissipar calor. (RUMOR)
Mas não duvido nada. https://t.co/VaFr507yXl",264839455,NA,"Resende, Brasil",NA,NA,NA,1,0
962511,1301313114248536064,2020-09-03T00:16:38Z,"Fluminense sem perder ponto, pra time pequeno. Não é o FLU",901964597657296896,NA,"São João de Meriti, Brasil",NA,NA,NA,0,0
1566985,1325772791187181568,2020-11-09T12:10:39Z,Festa linda❤💚,1065294855050539012,NA,"Queimados, Brasil",NA,NA,NA,0,0
1514507,1323681627898368001,2020-11-03T17:41:07Z,"minha sobrinha tem dez anos e ela tem medo de usar short, tem pavor que qualquer homem olhe pra ela. ""eu as vezes invento uma tosse quando vejo ele olhando pra mim, por que aí ele pode achar que tô doente e não vai fazer nada"". foi isso que ela me disse as vezes q saiu comigo.",3209674335,NA,NA,NA,NA,NA,0,0
97817,1275181219035123712,2020-06-22T21:37:48Z,"@DaanielMC @rodrigocapelo @DiogoJ21 Problema que o Flu e o Vasco são cheios de roubos e desvios de dinheiro, nunca vão sair do bueiro.

Que fim deua denúncia do Flu e da Tinmo?",1129217359376453632,NA,"Flint, MI",NA,NA,NA,1,0
773342,1293354886021763074,2020-08-12T01:13:28Z,"Queria a concha pra hoje, mas provavelmente passaria gripe pra ela",2889119014,NA,Konoha,NA,NA,NA,0,0
2441456,1358208336064307202,2021-02-07T00:17:56Z,"Parabéns, comeram meu cú",1146229647136493569,NA,【 STFU! 】🖇 방탄소년단,NA,NA,NA,0,0
40799,1272860214983823360,2020-06-16T11:54:58Z,@NotLebre @OCayoPereira @jubiflu Naquele ano o Carioca estava claro um favorecimento ao Vasco e Botafogo que eram aliados da federação contra a dupla Fla-Flu que estavam querendo criar a Primeira Liga. Aí teve essa expulsão completamente nada a ver do Fred e isso ficou evidente.,1091270463425314816,NA,NA,NA,NA,NA,1,0
"#SmashSNS #ComaAlcoolico #Neoliberalismo #😈😈""",1141655032393338891,NA,"Lisboa, Portugal",None,NA,NA,0,0,NA,NA,NA
299196,1280181415984971777,2020-07-06T16:46:48Z,"Mo crise de tosse dentro da sala de espera do consultório, fico super sem graça ????",1560905154,NA,Rio de Janeiro,NA,NA,NA,1,0
1847455,1337565709644292098,2020-12-12T01:11:30Z,.....stadia tu estás a brincar com a minha cara certo ? Tu aproveitas te da merda de performance para vender a consola.....VAI Á MERDA,2411367312,NA,Silent Hill ,NA,NA,NA,0,0
1346581,1316911289059377152,2020-10-16T01:18:12Z,"@gbsiqueira2 Aindaaa, clássico fla x flu 😜",289452667,NA,"Rio de Janeiro, Brasil",NA,NA,NA,0,0
